date,active_advisory_records,active_closure_records,active_posting_records,active_rain_advisory_records,active_bacteria_related_records,active_tijuana_river_related_records,active_sewage_infrastructure_records,active_sewage_related_records,active_enterococcus_records,active_fecal_coliform_records,active_total_coliform_records,active_ecoli_records,daily_severity_score,max_severity_score,unique_beaches_impacted,unique_stations_impacted,new_advisory_records,new_closure_records,new_posting_records,new_rain_advisory_records,new_bacteria_related_records,new_tijuana_river_related_records,new_sewage_related_records,active_records_comparison_beaches,active_records_other_san_diego_beaches,active_records_south_bay_tijuana_river_impact,closure_records_comparison_beaches,closure_records_other_san_diego_beaches,closure_records_south_bay_tijuana_river_impact,severity_score_comparison_beaches,severity_score_other_san_diego_beaches,severity_score_south_bay_tijuana_river_impact,unique_beaches_comparison_beaches,unique_beaches_other_san_diego_beaches,unique_beaches_south_bay_tijuana_river_impact,any_active_advisory,any_active_closure,any_bacteria_related_activity,any_tijuana_river_related_activity,any_sewage_related_activity
2023-06-05,6,3,3,0,6,3,0,3,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,2,1,3,0,0,3,2,1,6,2,1,3,True,True,True,True,True
2023-06-06,10,3,7,0,9,4,0,4,6,0,0,0,13,2,10,10,4,0,4,0,3,1,1,2,4,4,0,0,3,2,4,7,2,4,4,True,True,True,True,True
2023-06-07,11,3,8,0,10,4,0,4,7,0,0,0,14,2,10,11,1,0,1,0,1,0,0,3,4,4,0,0,3,3,4,7,2,4,4,True,True,True,True,True
2023-06-08,12,3,9,0,11,4,0,4,8,0,0,0,15,2,10,12,1,0,1,0,1,0,0,3,5,4,0,0,3,3,5,7,2,4,4,True,True,True,True,True
2023-06-09,11,3,8,0,10,4,0,4,7,0,0,0,14,2,9,11,1,0,1,0,1,0,0,2,5,4,0,0,3,2,5,7,2,3,4,True,True,True,True,True
2023-06-10,11,3,8,0,10,4,0,4,7,0,0,0,14,2,9,11,0,0,0,0,0,0,0,2,5,4,0,0,3,2,5,7,2,3,4,True,True,True,True,True
2023-06-11,9,3,6,0,8,4,0,4,5,0,0,0,12,2,7,9,0,0,0,0,0,0,0,1,4,4,0,0,3,1,4,7,1,2,4,True,True,True,True,True
2023-06-12,10,3,7,0,10,3,0,3,7,0,0,0,13,2,8,10,2,0,2,0,2,0,0,1,5,4,0,0,3,1,5,7,1,3,4,True,True,True,True,True
2023-06-13,11,3,8,0,11,3,0,3,8,0,0,0,14,2,8,11,1,0,1,0,1,0,0,1,5,5,0,0,3,1,5,8,1,3,4,True,True,True,True,True
2023-06-14,14,3,11,0,14,3,0,3,11,0,0,0,17,2,12,14,5,0,5,0,5,0,0,5,5,4,0,0,3,5,5,7,5,3,4,True,True,True,True,True
2023-06-15,13,3,10,0,13,3,0,3,11,0,0,0,16,2,10,12,1,0,1,0,1,0,0,5,5,3,0,0,3,5,5,6,5,2,3,True,True,True,True,True
2023-06-16,13,3,10,0,13,3,0,3,11,0,0,0,16,2,10,12,2,0,2,0,2,0,0,3,6,4,0,0,3,3,6,7,3,3,4,True,True,True,True,True
2023-06-17,13,3,10,0,13,3,0,3,12,0,0,0,16,2,9,12,1,0,1,0,1,0,0,2,6,5,0,0,3,2,6,8,2,3,4,True,True,True,True,True
2023-06-18,12,3,9,0,12,3,0,3,11,0,0,0,15,2,9,11,1,0,1,0,1,0,0,2,5,5,0,0,3,2,5,8,2,3,4,True,True,True,True,True
2023-06-19,11,3,8,0,11,3,0,3,10,0,0,0,14,2,9,10,0,0,0,0,0,0,0,2,5,4,0,0,3,2,5,7,2,3,4,True,True,True,True,True
2023-06-20,12,3,9,0,12,3,0,3,11,0,0,0,15,2,10,11,1,0,1,0,1,0,0,2,6,4,0,0,3,2,6,7,2,4,4,True,True,True,True,True
2023-06-21,13,3,10,0,13,3,0,3,13,0,0,0,16,2,12,12,2,0,2,0,2,0,0,4,5,4,0,0,3,4,5,7,4,4,4,True,True,True,True,True
2023-06-22,10,3,7,0,10,3,0,3,10,0,0,0,13,2,9,9,0,0,0,0,0,0,0,2,5,3,0,0,3,2,5,6,2,4,3,True,True,True,True,True
2023-06-23,7,3,4,0,7,3,0,3,7,0,0,0,10,2,6,7,1,0,1,0,1,0,0,0,4,3,0,0,3,0,4,6,0,3,3,True,True,True,True,True
2023-06-24,7,3,4,0,7,3,0,3,7,0,0,0,10,2,6,7,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,6,0,3,3,True,True,True,True,True
2023-06-25,5,2,3,0,5,2,0,2,5,0,0,0,7,2,5,5,0,0,0,0,0,0,0,0,3,2,0,0,2,0,3,4,0,3,2,True,True,True,True,True
2023-06-26,6,2,4,0,6,2,0,2,6,0,0,0,8,2,6,6,1,0,1,0,1,0,0,0,3,3,0,0,2,0,3,5,0,3,3,True,True,True,True,True
2023-06-27,6,2,4,0,6,2,0,2,6,0,0,0,8,2,6,6,0,0,0,0,0,0,0,0,3,3,0,0,2,0,3,5,0,3,3,True,True,True,True,True
2023-06-28,7,2,5,0,7,2,0,2,6,0,0,0,9,2,7,7,3,0,3,0,3,0,0,3,2,2,0,0,2,3,2,4,3,2,2,True,True,True,True,True
2023-06-29,8,2,6,0,8,2,0,2,7,0,0,0,10,2,8,8,1,0,1,0,1,0,0,3,2,3,0,0,2,3,2,5,3,2,3,True,True,True,True,True
2023-06-30,7,2,5,0,7,2,0,2,6,0,0,0,9,2,7,7,0,0,0,0,0,0,0,2,2,3,0,0,2,2,2,5,2,2,3,True,True,True,True,True
2023-07-01,7,2,5,0,7,2,0,2,6,0,0,0,9,2,7,7,0,0,0,0,0,0,0,2,2,3,0,0,2,2,2,5,2,2,3,True,True,True,True,True
2023-07-02,6,2,4,0,6,2,0,2,5,0,0,0,8,2,6,6,0,0,0,0,0,0,0,2,2,2,0,0,2,2,2,4,2,2,2,True,True,True,True,True
2023-07-03,8,2,6,0,8,2,0,2,7,0,0,0,10,2,8,8,2,0,2,0,2,0,0,2,3,3,0,0,2,2,3,5,2,3,3,True,True,True,True,True
2023-07-04,9,2,7,0,9,2,0,2,8,0,0,0,11,2,9,9,1,0,1,0,1,0,0,2,3,4,0,0,2,2,3,6,2,3,4,True,True,True,True,True
2023-07-05,11,2,9,0,11,2,0,2,9,0,0,0,13,2,11,11,3,0,3,0,3,0,0,4,3,4,0,0,2,4,3,6,4,3,4,True,True,True,True,True
2023-07-06,12,2,10,0,12,2,0,2,10,0,0,0,14,2,11,12,1,0,1,0,1,0,0,4,3,5,0,0,2,4,3,7,4,3,4,True,True,True,True,True
2023-07-07,12,2,10,0,12,2,0,2,10,0,0,0,14,2,10,12,2,0,2,0,2,0,0,3,4,5,0,0,2,3,4,7,3,3,4,True,True,True,True,True
2023-07-08,11,2,9,0,11,2,0,2,9,0,0,0,13,2,10,11,0,0,0,0,0,0,0,3,4,4,0,0,2,3,4,6,3,3,4,True,True,True,True,True
2023-07-09,11,2,9,0,11,2,0,2,9,0,0,0,13,2,10,11,1,0,1,0,1,0,0,3,4,4,0,0,2,3,4,6,3,3,4,True,True,True,True,True
2023-07-10,14,2,12,0,14,2,0,2,12,0,0,0,16,2,12,14,3,0,3,0,3,0,0,3,4,7,0,0,2,3,4,9,3,3,6,True,True,True,True,True
2023-07-11,15,1,14,0,14,2,0,2,12,0,0,0,16,2,11,13,3,0,3,0,2,1,1,3,4,8,0,0,1,3,4,9,3,3,5,True,True,True,True,True
2023-07-12,11,1,10,0,10,2,0,2,8,0,0,0,12,2,9,11,0,0,0,0,0,0,0,3,4,4,0,0,1,3,4,5,3,3,3,True,True,True,True,True
2023-07-13,11,1,10,0,10,2,0,2,8,0,0,0,12,2,9,11,1,0,1,0,1,0,0,3,3,5,0,0,1,3,3,6,3,2,4,True,True,True,True,True
2023-07-14,12,1,11,0,11,2,0,2,9,0,0,0,13,2,10,12,1,0,1,0,1,0,0,3,3,6,0,0,1,3,3,7,3,2,5,True,True,True,True,True
2023-07-15,13,1,12,0,12,2,0,2,10,0,0,0,14,2,10,13,1,0,1,0,1,0,0,3,3,7,0,0,1,3,3,8,3,2,5,True,True,True,True,True
2023-07-16,18,1,17,0,17,2,0,2,15,0,0,0,19,2,10,15,5,0,5,0,5,0,0,3,3,12,0,0,1,3,3,13,3,2,5,True,True,True,True,True
2023-07-17,15,1,14,0,14,2,0,2,12,0,0,0,16,2,10,15,0,0,0,0,0,0,0,3,3,9,0,0,1,3,3,10,3,2,5,True,True,True,True,True
2023-07-18,17,1,16,0,16,2,0,2,14,0,0,0,18,2,11,17,2,0,2,0,2,0,0,3,5,9,0,0,1,3,5,10,3,3,5,True,True,True,True,True
2023-07-19,18,1,17,0,17,2,0,2,15,0,0,0,19,2,12,18,1,0,1,0,1,0,0,4,5,9,0,0,1,4,5,10,4,3,5,True,True,True,True,True
2023-07-20,13,1,12,0,12,2,0,2,10,0,0,0,14,2,11,13,1,0,1,0,1,0,0,4,3,6,0,0,1,4,3,7,4,2,5,True,True,True,True,True
2023-07-21,16,6,10,0,10,2,5,7,8,0,0,0,22,2,11,16,6,5,1,0,1,0,5,7,4,5,4,1,1,11,5,6,4,3,4,True,True,True,True,True
2023-07-22,18,6,12,0,13,1,5,6,11,0,0,0,24,2,13,18,3,0,3,0,3,0,0,7,4,7,4,1,1,11,5,8,4,3,6,True,True,True,True,True
2023-07-23,12,1,11,0,12,1,0,1,10,0,0,0,13,2,10,12,1,0,1,0,1,0,0,3,3,6,0,0,1,3,3,7,3,2,5,True,True,True,True,True
2023-07-24,14,1,13,0,14,1,0,1,12,0,0,0,15,2,10,14,2,0,2,0,2,0,0,3,3,8,0,0,1,3,3,9,3,2,5,True,True,True,True,True
2023-07-25,15,1,14,0,15,1,0,1,13,0,0,0,16,2,11,15,1,0,1,0,1,0,0,3,3,9,0,0,1,3,3,10,3,2,6,True,True,True,True,True
2023-07-26,16,1,15,0,16,1,0,1,14,0,0,0,17,2,12,16,1,0,1,0,1,0,0,4,3,9,0,0,1,4,3,10,4,2,6,True,True,True,True,True
2023-07-27,15,1,14,0,15,1,0,1,13,0,0,0,16,2,13,15,1,0,1,0,1,0,0,5,3,7,0,0,1,5,3,8,5,2,6,True,True,True,True,True
2023-07-28,17,1,16,0,17,1,0,1,15,0,0,0,18,2,12,16,4,0,4,0,4,0,0,4,3,10,0,0,1,4,3,11,4,2,6,True,True,True,True,True
2023-07-29,15,1,14,0,15,1,0,1,13,0,0,0,16,2,10,14,0,0,0,0,0,0,0,3,2,10,0,0,1,3,2,11,3,1,6,True,True,True,True,True
2023-07-30,17,1,16,0,17,1,0,1,15,0,0,0,18,2,10,15,2,0,2,0,2,0,0,3,2,12,0,0,1,3,2,13,3,1,6,True,True,True,True,True
2023-07-31,17,1,16,0,17,1,0,1,15,0,0,0,18,2,10,15,0,0,0,0,0,0,0,3,2,12,0,0,1,3,2,13,3,1,6,True,True,True,True,True
2023-08-01,21,1,20,0,21,1,0,1,19,0,0,0,22,2,14,19,4,0,4,0,4,0,0,3,6,12,0,0,1,3,6,13,3,5,6,True,True,True,True,True
2023-08-02,21,1,20,0,21,1,0,1,19,0,0,0,22,2,13,19,1,0,1,0,1,0,0,2,7,12,0,0,1,2,7,13,2,5,6,True,True,True,True,True
2023-08-03,18,1,17,0,18,1,0,1,16,0,0,0,19,2,10,16,1,0,1,0,1,0,0,2,4,12,0,0,1,2,4,13,2,2,6,True,True,True,True,True
2023-08-04,17,1,16,0,17,1,0,1,15,0,0,0,18,2,10,15,0,0,0,0,0,0,0,2,3,12,0,0,1,2,3,13,2,2,6,True,True,True,True,True
2023-08-05,17,1,16,0,17,1,0,1,15,0,0,0,18,2,10,15,0,0,0,0,0,0,0,2,3,12,0,0,1,2,3,13,2,2,6,True,True,True,True,True
2023-08-06,17,1,16,0,17,1,0,1,15,0,0,0,18,2,10,15,0,0,0,0,0,0,0,2,3,12,0,0,1,2,3,13,2,2,6,True,True,True,True,True
2023-08-07,18,1,17,0,18,1,0,1,16,0,0,0,19,2,12,17,2,0,2,0,2,0,0,2,5,11,0,0,1,2,5,12,2,4,6,True,True,True,True,True
2023-08-08,14,1,13,0,14,1,0,1,12,0,0,0,15,2,12,14,0,0,0,0,0,0,0,2,5,7,0,0,1,2,5,8,2,4,6,True,True,True,True,True
2023-08-09,17,1,16,0,17,1,0,1,14,0,1,0,18,2,12,16,5,0,5,0,5,0,0,3,4,10,0,0,1,3,4,11,3,3,6,True,True,True,True,True
2023-08-10,17,1,16,0,17,1,0,1,14,0,1,0,18,2,12,16,0,0,0,0,0,0,0,3,4,10,0,0,1,3,4,11,3,3,6,True,True,True,True,True
2023-08-11,17,1,16,0,17,1,0,1,14,0,1,0,18,2,12,16,1,0,1,0,1,0,0,2,5,10,0,0,1,2,5,11,2,4,6,True,True,True,True,True
2023-08-12,16,1,15,0,16,1,0,1,13,0,1,0,17,2,12,15,0,0,0,0,0,0,0,2,4,10,0,0,1,2,4,11,2,4,6,True,True,True,True,True
2023-08-13,14,1,13,0,14,1,0,1,11,0,1,0,15,2,11,13,0,0,0,0,0,0,0,2,3,9,0,0,1,2,3,10,2,3,6,True,True,True,True,True
2023-08-14,14,1,13,0,14,1,0,1,11,0,1,0,15,2,11,13,0,0,0,0,0,0,0,2,3,9,0,0,1,2,3,10,2,3,6,True,True,True,True,True
2023-08-15,13,1,12,0,13,1,0,1,11,0,0,0,14,2,10,12,0,0,0,0,0,0,0,2,2,9,0,0,1,2,2,10,2,2,6,True,True,True,True,True
2023-08-16,14,1,13,0,14,1,0,1,11,1,0,0,15,2,11,13,1,0,1,0,1,0,0,3,2,9,0,0,1,3,2,10,3,2,6,True,True,True,True,True
2023-08-17,15,1,14,0,15,1,0,1,12,1,0,0,16,2,12,14,1,0,1,0,1,0,0,3,3,9,0,0,1,3,3,10,3,3,6,True,True,True,True,True
2023-08-18,14,1,13,0,14,1,0,1,12,0,0,0,15,2,11,13,1,0,1,0,1,0,0,2,3,9,0,0,1,2,3,10,2,3,6,True,True,True,True,True
2023-08-19,13,1,12,0,13,1,0,1,11,0,0,0,14,2,10,12,0,0,0,0,0,0,0,2,2,9,0,0,1,2,2,10,2,2,6,True,True,True,True,True
2023-08-20,19,6,12,1,13,6,0,6,11,0,0,0,24,2,12,16,6,5,0,1,0,5,5,2,3,14,0,0,6,2,2,20,2,3,7,True,True,True,True,True
2023-08-21,12,6,5,1,6,6,0,6,4,0,0,0,17,2,10,12,0,0,0,0,0,0,0,2,3,7,0,0,6,2,2,13,2,3,5,True,True,True,True,True
2023-08-22,12,6,5,1,6,6,0,6,4,0,0,0,17,2,10,12,0,0,0,0,0,0,0,2,3,7,0,0,6,2,2,13,2,3,5,True,True,True,True,True
2023-08-23,12,6,5,1,6,6,0,6,4,0,0,0,17,2,10,12,0,0,0,0,0,0,0,2,3,7,0,0,6,2,2,13,2,3,5,True,True,True,True,True
2023-08-24,18,6,11,1,12,6,0,6,9,0,0,0,23,2,15,18,6,0,6,0,6,0,0,6,5,7,0,0,6,6,4,13,5,5,5,True,True,True,True,True
2023-08-25,17,6,11,0,12,6,0,6,9,0,0,0,23,2,14,17,0,0,0,0,0,0,0,6,4,7,0,0,6,6,4,13,5,4,5,True,True,True,True,True
2023-08-26,17,6,11,0,12,6,0,6,9,0,0,0,23,2,14,17,0,0,0,0,0,0,0,6,4,7,0,0,6,6,4,13,5,4,5,True,True,True,True,True
2023-08-27,16,6,10,0,11,6,0,6,8,0,0,0,22,2,14,16,0,0,0,0,0,0,0,6,4,6,0,0,6,6,4,12,5,4,5,True,True,True,True,True
2023-08-28,16,6,10,0,11,6,0,6,8,0,0,0,22,2,14,16,0,0,0,0,0,0,0,6,4,6,0,0,6,6,4,12,5,4,5,True,True,True,True,True
2023-08-29,19,6,13,0,14,6,0,6,9,0,0,0,25,2,16,19,3,0,3,0,3,0,0,6,7,6,0,0,6,6,7,12,5,6,5,True,True,True,True,True
2023-08-30,18,4,14,0,15,4,0,4,9,0,0,0,22,2,16,18,1,0,1,0,1,0,0,7,7,4,0,0,4,7,7,8,6,6,4,True,True,True,True,True
2023-08-31,21,6,15,0,17,5,0,5,9,0,0,0,27,2,18,21,3,2,1,0,2,1,1,8,7,6,0,0,6,8,7,12,7,6,5,True,True,True,True,True
2023-09-01,19,6,13,0,15,5,0,5,9,0,0,0,25,2,16,19,0,0,0,0,0,0,0,7,6,6,0,0,6,7,6,12,6,5,5,True,True,True,True,True
2023-09-02,18,6,12,0,14,5,0,5,9,0,0,0,24,2,15,18,0,0,0,0,0,0,0,6,6,6,0,0,6,6,6,12,5,5,5,True,True,True,True,True
2023-09-03,17,6,11,0,13,5,0,5,9,0,0,0,23,2,14,17,0,0,0,0,0,0,0,5,6,6,0,0,6,5,6,12,4,5,5,True,True,True,True,True
2023-09-04,17,6,11,0,13,5,0,5,9,0,0,0,23,2,14,17,0,0,0,0,0,0,0,5,6,6,0,0,6,5,6,12,4,5,5,True,True,True,True,True
2023-09-05,17,6,11,0,13,5,0,5,9,0,0,0,23,2,14,17,0,0,0,0,0,0,0,5,6,6,0,0,6,5,6,12,4,5,5,True,True,True,True,True
2023-09-06,18,6,12,0,14,5,0,5,9,0,0,0,24,2,15,18,1,0,1,0,1,0,0,6,6,6,0,0,6,6,6,12,5,5,5,True,True,True,True,True
2023-09-07,16,6,10,0,12,5,0,5,9,0,0,0,22,2,13,16,0,0,0,0,0,0,0,5,5,6,0,0,6,5,5,12,4,4,5,True,True,True,True,True
2023-09-08,14,6,8,0,10,5,0,5,9,0,0,0,20,2,12,14,0,0,0,0,0,0,0,4,4,6,0,0,6,4,4,12,3,4,5,True,True,True,True,True
2023-09-09,14,6,8,0,10,5,0,5,9,0,0,0,20,2,12,14,0,0,0,0,0,0,0,4,4,6,0,0,6,4,4,12,3,4,5,True,True,True,True,True
2023-09-10,13,6,7,0,9,5,0,5,8,0,0,0,19,2,11,13,0,0,0,0,0,0,0,4,3,6,0,0,6,4,3,12,3,3,5,True,True,True,True,True
2023-09-11,13,6,7,0,9,5,0,5,8,0,0,0,19,2,11,13,0,0,0,0,0,0,0,4,3,6,0,0,6,4,3,12,3,3,5,True,True,True,True,True
2023-09-12,14,6,8,0,10,5,0,5,8,0,0,0,20,2,12,14,1,0,1,0,1,0,0,4,4,6,0,0,6,4,4,12,3,4,5,True,True,True,True,True
2023-09-13,18,6,12,0,14,5,0,5,11,0,0,0,24,2,15,18,4,0,4,0,4,0,0,8,4,6,0,0,6,8,4,12,6,4,5,True,True,True,True,True
2023-09-14,19,6,13,0,15,5,0,5,13,0,0,0,25,2,16,19,2,0,2,0,2,0,0,8,5,6,0,0,6,8,5,12,6,5,5,True,True,True,True,True
2023-09-15,18,6,12,0,14,5,0,5,13,0,0,0,24,2,15,18,1,0,1,0,1,0,0,6,6,6,0,0,6,6,6,12,5,5,5,True,True,True,True,True
2023-09-16,18,6,12,0,14,5,0,5,13,0,0,0,24,2,15,18,0,0,0,0,0,0,0,6,6,6,0,0,6,6,6,12,5,5,5,True,True,True,True,True
2023-09-17,17,6,11,0,13,5,0,5,12,0,0,0,23,2,15,17,0,0,0,0,0,0,0,6,5,6,0,0,6,6,5,12,5,5,5,True,True,True,True,True
2023-09-18,17,6,11,0,13,5,0,5,12,0,0,0,23,2,15,17,0,0,0,0,0,0,0,6,5,6,0,0,6,6,5,12,5,5,5,True,True,True,True,True
2023-09-19,17,6,11,0,13,5,0,5,12,0,0,0,23,2,15,17,0,0,0,0,0,0,0,6,5,6,0,0,6,6,5,12,5,5,5,True,True,True,True,True
2023-09-20,17,6,11,0,13,5,0,5,12,0,0,0,23,2,15,17,0,0,0,0,0,0,0,6,5,6,0,0,6,6,5,12,5,5,5,True,True,True,True,True
2023-09-21,16,5,11,0,12,5,0,5,12,0,0,0,21,2,14,16,0,0,0,0,0,0,0,6,5,5,0,0,5,6,5,10,5,5,4,True,True,True,True,True
2023-09-22,15,4,11,0,12,4,0,4,12,0,0,0,19,2,14,15,1,1,0,0,0,1,1,6,5,4,0,0,4,6,5,8,5,5,4,True,True,True,True,True
2023-09-23,15,4,11,0,12,4,0,4,12,0,0,0,19,2,14,15,0,0,0,0,0,0,0,6,5,4,0,0,4,6,5,8,5,5,4,True,True,True,True,True
2023-09-24,15,4,11,0,12,4,0,4,12,0,0,0,19,2,14,15,0,0,0,0,0,0,0,6,5,4,0,0,4,6,5,8,5,5,4,True,True,True,True,True
2023-09-25,15,4,11,0,12,4,0,4,12,0,0,0,19,2,14,15,0,0,0,0,0,0,0,6,5,4,0,0,4,6,5,8,5,5,4,True,True,True,True,True
2023-09-26,9,4,5,0,6,4,0,4,5,0,0,0,13,2,9,9,1,0,1,0,1,0,0,2,3,4,0,0,4,2,3,8,2,3,4,True,True,True,True,True
2023-09-27,14,6,8,0,9,6,0,6,7,0,0,0,20,2,13,14,5,2,3,0,3,2,2,5,3,6,0,0,6,5,3,12,5,3,5,True,True,True,True,True
2023-09-28,15,6,9,0,10,6,0,6,9,0,0,0,21,2,14,15,2,0,2,0,2,0,0,6,3,6,0,0,6,6,3,12,6,3,5,True,True,True,True,True
2023-09-29,14,6,8,0,9,6,0,6,9,0,0,0,20,2,12,14,1,0,1,0,1,0,0,4,4,6,0,0,6,4,4,12,4,3,5,True,True,True,True,True
2023-09-30,12,6,6,0,7,6,0,6,7,0,0,0,18,2,10,12,0,0,0,0,0,0,0,3,3,6,0,0,6,3,3,12,3,2,5,True,True,True,True,True
2023-10-01,11,6,5,0,6,6,0,6,6,0,0,0,17,2,10,11,0,0,0,0,0,0,0,3,2,6,0,0,6,3,2,12,3,2,5,True,True,True,True,True
2023-10-02,14,7,7,0,9,6,0,6,7,0,0,0,21,2,13,14,3,1,2,0,3,0,0,4,4,6,1,0,6,5,4,12,4,4,5,True,True,True,True,True
2023-10-03,13,5,8,0,10,4,0,4,7,0,0,0,18,2,13,13,2,1,1,0,1,1,1,4,5,4,1,0,4,5,5,8,4,5,4,True,True,True,True,True
2023-10-04,11,5,6,0,8,4,0,4,6,0,0,0,16,2,11,11,0,0,0,0,0,0,0,4,3,4,1,0,4,5,3,8,4,3,4,True,True,True,True,True
2023-10-05,9,3,6,0,7,3,0,3,6,0,0,0,12,2,9,9,1,0,1,0,1,0,0,3,3,3,0,0,3,3,3,6,3,3,3,True,True,True,True,True
2023-10-06,9,2,7,0,8,2,0,2,7,0,0,0,11,2,9,9,1,0,1,0,1,0,0,3,3,3,0,0,2,3,3,5,3,3,3,True,True,True,True,True
2023-10-07,9,2,7,0,8,2,0,2,7,0,0,0,11,2,9,9,0,0,0,0,0,0,0,3,3,3,0,0,2,3,3,5,3,3,3,True,True,True,True,True
2023-10-08,10,2,8,0,9,2,0,2,8,0,0,0,12,2,10,10,2,0,2,0,2,0,0,3,3,4,0,0,2,3,3,6,3,3,4,True,True,True,True,True
2023-10-09,12,4,8,0,9,4,0,4,8,0,0,0,16,2,10,11,2,2,0,0,0,2,2,3,3,6,0,0,4,3,3,10,3,3,4,True,True,True,True,True
2023-10-10,14,4,10,0,11,4,0,4,7,0,0,0,18,2,13,14,3,0,3,0,3,0,0,3,5,6,0,0,4,3,5,10,3,5,5,True,True,True,True,True
2023-10-11,15,4,11,0,12,4,0,4,8,0,0,0,19,2,14,15,1,0,1,0,1,0,0,4,5,6,0,0,4,4,5,10,4,5,5,True,True,True,True,True
2023-10-12,13,4,9,0,10,4,0,4,9,0,0,0,17,2,12,13,1,0,1,0,1,0,0,5,3,5,0,0,4,5,3,9,5,3,4,True,True,True,True,True
2023-10-13,12,4,8,0,9,4,0,4,8,0,0,0,16,2,11,12,0,0,0,0,0,0,0,4,3,5,0,0,4,4,3,9,4,3,4,True,True,True,True,True
2023-10-14,11,5,6,0,7,5,0,5,7,0,0,0,16,2,10,11,2,2,0,0,0,2,2,3,2,6,0,0,5,3,2,11,3,2,5,True,True,True,True,True
2023-10-15,11,5,6,0,7,5,0,5,7,0,0,0,16,2,10,11,0,0,0,0,0,0,0,3,2,6,0,0,5,3,2,11,3,2,5,True,True,True,True,True
2023-10-16,11,5,6,0,7,5,0,5,7,0,0,0,16,2,10,11,0,0,0,0,0,0,0,3,2,6,0,0,5,3,2,11,3,2,5,True,True,True,True,True
2023-10-17,11,4,7,0,8,4,0,4,8,0,0,0,15,2,10,11,1,0,1,0,1,0,0,3,3,5,0,0,4,3,3,9,3,3,4,True,True,True,True,True
2023-10-18,12,3,9,0,10,3,0,3,8,0,0,0,15,2,12,12,2,0,2,0,2,0,0,5,3,4,0,0,3,5,3,7,5,3,4,True,True,True,True,True
2023-10-19,12,3,9,0,10,3,0,3,8,0,0,0,15,2,12,12,1,0,1,0,1,0,0,5,2,5,0,0,3,5,2,8,5,2,5,True,True,True,True,True
2023-10-20,10,3,7,0,8,3,0,3,8,0,0,0,13,2,10,10,0,0,0,0,0,0,0,3,2,5,0,0,3,3,2,8,3,2,5,True,True,True,True,True
2023-10-21,11,3,8,0,9,3,0,3,9,0,0,0,14,2,10,11,1,0,1,0,1,0,0,3,2,6,0,0,3,3,2,9,3,2,5,True,True,True,True,True
2023-10-22,7,3,4,0,5,3,0,3,5,0,0,0,10,2,6,7,1,0,1,0,1,0,0,1,0,6,0,0,3,1,0,9,1,0,5,True,True,True,True,True
2023-10-23,6,3,3,0,4,3,0,3,4,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,0,5,0,0,3,1,0,8,1,0,5,True,True,True,True,True
2023-10-24,4,3,1,0,2,3,0,3,2,0,0,0,7,2,4,4,0,0,0,0,0,0,0,1,0,3,0,0,3,1,0,6,1,0,3,True,True,True,True,True
2023-10-25,6,2,4,0,5,2,0,2,5,0,0,0,8,2,6,6,3,0,3,0,3,0,0,4,0,2,0,0,2,4,0,4,4,0,2,True,True,True,True,True
2023-10-26,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,1,1,0,0,0,1,1,4,0,3,0,0,3,4,0,6,4,0,3,True,True,True,True,True
2023-10-27,8,3,5,0,6,3,0,3,6,0,0,0,11,2,8,8,1,0,1,0,1,0,0,4,1,3,0,0,3,4,1,6,4,1,3,True,True,True,True,True
2023-10-28,8,4,4,0,5,4,0,4,5,0,0,0,12,2,8,8,1,1,0,0,0,1,1,3,1,4,0,0,4,3,1,8,3,1,4,True,True,True,True,True
2023-10-29,7,4,3,0,4,4,0,4,4,0,0,0,11,2,7,7,0,0,0,0,0,0,0,3,0,4,0,0,4,3,0,8,3,0,4,True,True,True,True,True
2023-10-30,6,3,3,0,4,3,0,3,4,0,0,0,9,2,6,6,1,1,0,0,0,1,1,3,0,3,0,0,3,3,0,6,3,0,3,True,True,True,True,True
2023-10-31,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,1,0,1,0,1,0,0,3,1,3,0,0,3,3,1,6,3,1,3,True,True,True,True,True
2023-11-01,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,0,0,0,0,0,0,0,3,1,3,0,0,3,3,1,6,3,1,3,True,True,True,True,True
2023-11-02,7,4,3,0,5,4,0,4,5,1,1,1,11,2,7,7,1,1,0,0,1,1,1,3,0,4,0,0,4,3,0,8,3,0,4,True,True,True,True,True
2023-11-03,6,4,2,0,4,4,0,4,4,1,1,1,10,2,6,6,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,8,2,0,4,True,True,True,True,True
2023-11-04,6,4,2,0,4,4,0,4,4,1,1,1,10,2,6,6,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,8,2,0,4,True,True,True,True,True
2023-11-05,6,4,2,0,4,4,0,4,4,1,1,1,10,2,6,6,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,8,2,0,4,True,True,True,True,True
2023-11-06,5,3,2,0,3,3,0,3,3,0,0,0,8,2,5,5,0,0,0,0,0,0,0,2,0,3,0,0,3,2,0,6,2,0,3,True,True,True,True,True
