date,beach_event_id,start_date,end_date,start_date_clipped,end_date_clipped,duration_days_clean,analysis_period,post_emergency,study_group,impact_level,advisory_type_clean,advisory_cause_clean,source_clean,cause_group,beach_name_clean,station_id,station_name_clean,station_lat,station_lon,beach_lat,beach_lon,active_advisory_day,closure_active_day,posting_active_day,rain_advisory_event,bacteria_related_event,tijuana_river_related_event,sewage_infrastructure_event,sewage_related_event,severity_score,enterococcus_flag,fecal_coliform_flag,total_coliform_flag,ecoli_flag,end_date_was_missing
2023-06-12,107,2023-06-12,2023-06-13,2023-06-12,2023-06-13,1,Pre-emergency,0,South Bay / Tijuana River Impact,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Coronado City beaches,1038,IB-079,32.674066,-117.1723,32.6867,-117.1976,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-13,107,2023-06-12,2023-06-13,2023-06-12,2023-06-13,1,Pre-emergency,0,South Bay / Tijuana River Impact,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Coronado City beaches,1038,IB-079,32.674066,-117.1723,32.6867,-117.1976,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-12,108,2023-06-12,2023-06-13,2023-06-12,2023-06-13,1,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Oceanside municipal beach, other",589,OC-090,33.1966,-117.3869,33.206959,-117.398525,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-13,108,2023-06-12,2023-06-13,2023-06-12,2023-06-13,1,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Oceanside municipal beach, other",589,OC-090,33.1966,-117.3869,33.206959,-117.398525,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-13,109,2023-06-13,2023-06-14,2023-06-13,2023-06-14,1,Pre-emergency,0,South Bay / Tijuana River Impact,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Coronado City beaches,325,EH-050,32.68184,-117.18526,32.6867,-117.1976,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-14,109,2023-06-13,2023-06-14,2023-06-13,2023-06-14,1,Pre-emergency,0,South Bay / Tijuana River Impact,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Coronado City beaches,325,EH-050,32.68184,-117.18526,32.6867,-117.1976,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-14,110,2023-06-14,2023-06-15,2023-06-14,2023-06-15,1,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Mission Bay, Ventura Cove",527,MB-223,32.77088,-117.24468,32.773704,-117.244602,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-15,110,2023-06-14,2023-06-15,2023-06-14,2023-06-15,1,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Mission Bay, Ventura Cove",527,MB-223,32.77088,-117.24468,32.773704,-117.244602,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-14,111,2023-06-14,2023-06-15,2023-06-14,2023-06-15,1,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Mission Bay,500,MB-100,32.7823,-117.2325,32.760031,-117.247919,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-15,111,2023-06-14,2023-06-15,2023-06-14,2023-06-15,1,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Mission Bay,500,MB-100,32.7823,-117.2325,32.760031,-117.247919,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-14,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-15,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-16,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-17,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-18,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-19,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-20,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-21,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-22,112,2023-06-14,2023-06-22,2023-06-14,2023-06-22,8,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Tecolote Shores,486,MB-041,32.7732,-117.21,32.777317,-117.211315,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-14,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-15,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-16,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-17,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-18,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-19,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-20,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-21,113,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Shores Beach,416,FM-080,32.8548,-117.2598,32.883647,-117.252681,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-14,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-15,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-16,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-17,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-18,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-19,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-20,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-21,114,2023-06-14,2023-06-21,2023-06-14,2023-06-21,7,Pre-emergency,0,Comparison Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,La Jolla Cove,415,FM-070,32.85045,-117.2727,32.850235,-117.272347,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-16,115,2023-06-16,2023-06-17,2023-06-16,2023-06-17,1,Pre-emergency,0,South Bay / Tijuana River Impact,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Coronado City beaches,1038,IB-079,32.674066,-117.1723,32.6867,-117.1976,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-17,115,2023-06-16,2023-06-17,2023-06-16,2023-06-17,1,Pre-emergency,0,South Bay / Tijuana River Impact,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Coronado City beaches,1038,IB-079,32.674066,-117.1723,32.6867,-117.1976,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-20,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-21,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-22,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-23,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-24,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-25,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-26,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-27,116,2023-06-20,2023-06-27,2023-06-20,2023-06-27,7,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,Torrey Pines State Beach,418,FM-100,32.9345,-117.261955166,32.948992,-117.265203,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-16,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-17,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-18,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-19,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-20,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-21,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-22,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-23,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-24,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-25,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-26,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-27,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-28,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-29,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-06-30,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-01,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-02,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-03,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-04,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-05,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-06,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-07,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-08,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-09,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-10,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-11,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-12,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-13,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-14,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-15,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-16,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-17,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-18,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-19,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-20,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-21,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-22,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-23,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-24,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
2023-07-25,117,2023-06-16,2023-07-28,2023-06-16,2023-07-28,42,Pre-emergency,0,Other San Diego Beaches,1,Posting,Bacterial Standards Violation,Unknown,Bacteria-related,"Dog Beach, O.B.",409,FM-010,32.7561,-117.253576204,32.75617,-117.252734,1,0,1,0,1,0,0,0,1,1,0,0,0,False
